unique_bird,bird_id,date,season,walk,start_time,end_time,lat,lon,order,family,species,migratory_class,trophic_guild,behavior,broad_behavior,mesohabitat,two.mesohabitat,three.mesohabitat,five.mesohabitat,mesohabitat_height,photo_id,time,distance,transect,transect_start_lat,transect_start_lon,transect_end_lat,transect_end_lon,notes
362flower,362,5/3/2019,spring,10,16:30,18:30,34.78169,-115.66354,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying on plant,Active movement,shrub,vegetation,shrub,shrub,na,no photo,17:20,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
361flower,361,5/3/2019,spring,10,16:30,18:30,34.78176,-115.6635,Apodiformes,Trochilidae,Anna's Hummingbird,,nectarivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,17:20,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
700flower,700,5/7/2019,spring,20,12:20,14:20,34.78159,-115.66354,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Flying,Active movement,shrub,vegetation,shrub,shrub,na,no photo,13:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
795flower,795,5/9/2019,spring,24,14:00,16:00,34.77894,-115.66354,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,3-Jan,14:05,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
796flower,796,5/9/2019,spring,24,14:00,16:00,34.77894,-115.66354,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,3-Jan,14:05,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
282fruit,282,8/23/2019,summer,44,7:00,9:00,34.78209,-115.66353,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,100,340,8:23,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
283fruit,283,8/23/2019,summer,44,7:00,9:00,34.78209,-115.66353,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,100,340,8:23,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
367flower,367,5/3/2019,spring,10,16:30,18:30,,,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,17:30,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
368flower,368,5/3/2019,spring,10,16:30,18:30,,,Columbiformes,Columbidae,Mourning Dove,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,17:40,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
369flower,369,5/3/2019,spring,10,16:30,18:30,,,Columbiformes,Columbidae,Mourning Dove,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,17:40,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
347fruit,347,8/24/2019,summer,47,17:00,19:00,34.78168,-115.66353,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Flying on plant,Active movement,shrub,vegetation,shrub,shrub,50,no photo,18:52,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
371flower,371,5/3/2019,spring,10,16:30,18:30,34.77952,-115.66408,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on ground,Inactive,grass,vegetation,other,land,na,no photo,17:49,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
372flower,372,5/3/2019,spring,10,16:30,18:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,17:51,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
24fruit,24,8/15/2019,summer,28,9:00,11:00,34.78153,-115.66353,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,75,215-223,9:28,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
767flower,767,5/8/2019,spring,22,11:55,1:55,34.78116,-115.66351,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,145.147,12:41,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
375flower,375,5/3/2019,spring,10,16:30,18:30,,,Passeriformes,Fringillidae,House Finch,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,18:15,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
376flower,376,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:15,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
377flower,377,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,6:18,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
378flower,378,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,6:18,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
379flower,379,5/4/2019,spring,11,6:15,8:15,34.78249,-115.66252,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,6:25,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
768flower,768,5/8/2019,spring,22,11:55,1:55,34.78116,-115.66351,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,145.147,12:41,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
381flower,381,5/4/2019,spring,11,6:15,8:15,34.78231,-115.66248,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Calling,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,6:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
382flower,382,5/4/2019,spring,11,6:15,8:15,34.78232,-115.66257,Apodiformes,Trochilidae,Anna's Hummingbird,,nectarivore,Foraging,Feeding,cactus canopy,vegetation,cactus,cactus,na,no photo,6:37,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
383flower,383,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:37,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
366flower,366,5/3/2019,spring,10,16:30,18:30,34.78116,-115.6635,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,34.37,17:29,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
125fruit,125,8/18/2019,summer,35,18:00,20:00,34.78185,-115.66349,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying on plant,Active movement,shrub,vegetation,shrub,shrub,50,no photo,18:48,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
126fruit,126,8/18/2019,summer,35,18:00,20:00,34.78185,-115.66349,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,50,no photo,18:51,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
387flower,387,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Singing,Territorial or mating behavior,rock,non vegetation,other,land,na,no photo,6:50,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
388flower,388,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,6:50,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
389flower,389,5/4/2019,spring,11,6:15,8:15,,,Columbiformes,Columbidae,Mourning Dove,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:51,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
390flower,390,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:51,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
391flower,391,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Singing,Territorial or mating behavior,rock,non vegetation,other,land,na,no photo,6:55,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
392flower,392,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Singing,Territorial or mating behavior,rock,non vegetation,other,land,na,no photo,6:55,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
393flower,393,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:55,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
394flower,394,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:55,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
395flower,395,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,6:59,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
396flower,396,5/4/2019,spring,11,6:15,8:15,34.7817,-115.66251,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Flying,Active movement,rock,non vegetation,other,land,na,no photo,7:04,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
397flower,397,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:05,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
398flower,398,5/4/2019,spring,11,6:15,8:15,34.78173,-115.6625,Passeriformes,Cardinalidae,Black.headed Grosbeak,,omnivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,7:07,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
399flower,399,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
400flower,400,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Fringillidae,House Finch,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:12,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
401flower,401,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:13,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
402flower,402,5/4/2019,spring,11,6:15,8:15,,,Galliformes,Odontiphoridae,Gambel's Quail,,herbivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:22,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
403flower,403,5/4/2019,spring,11,6:15,8:15,,,Galliformes,Odontiphoridae,Gambel's Quail,,herbivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:22,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
404flower,404,5/4/2019,spring,11,6:15,8:15,34.78126,-115.66259,Galliformes,Odontiphoridae,Gambel's Quail,,herbivore,Singing,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,Apr-36,7:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
405flower,405,5/4/2019,spring,11,6:15,8:15,34.78124,-115.66258,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Standing on plant,Inactive,cactus canopy,vegetation,cactus,cactus,na,37.39,7:36,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
406flower,406,5/4/2019,spring,11,6:15,8:15,,,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:41,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
407flower,407,5/4/2019,spring,11,6:15,8:15,34.78095,-115.66301,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,7:47,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
408flower,408,5/4/2019,spring,11,6:15,8:15,34.78124,-115.66314,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,7:50,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
409flower,409,5/4/2019,spring,11,6:15,8:15,34.78124,-115.66314,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,7:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
410flower,410,5/4/2019,spring,11,6:15,8:15,34.78124,-115.66314,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,7:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
411flower,411,5/4/2019,spring,11,6:15,8:15,34.78124,-115.66314,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,7:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
412flower,412,5/4/2019,spring,11,6:15,8:15,34.78124,-115.66314,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,7:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
413flower,413,5/4/2019,spring,11,6:15,8:15,34.78124,-115.66314,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus canopy,vegetation,cactus,cactus,na,no photo,7:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
414flower,414,5/4/2019,spring,12,8:15,10:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:15,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
415flower,415,5/4/2019,spring,12,8:15,10:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:15,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
416flower,416,5/4/2019,spring,12,8:15,10:15,,,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:15,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
417flower,417,5/4/2019,spring,12,8:15,10:15,34.77866,-115.66405,Apodiformes,Trochilidae,Anna's Hummingbird,,nectarivore,Foraging,Feeding,air,non vegetation,other,air,na,40.52,8:17,1,2,34.78303,-115.66309,34.77863,-115.66402,foraging at flags
127fruit,127,8/18/2019,summer,35,18:00,20:00,34.78185,-115.66349,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,50,no photo,18:51,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
419flower,419,5/4/2019,spring,12,8:15,10:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:25,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
420flower,420,5/4/2019,spring,12,8:15,10:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:30,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
421flower,421,5/4/2019,spring,12,8:15,10:15,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:30,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
422flower,422,5/4/2019,spring,12,8:15,10:15,,,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:45,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
128fruit,128,8/18/2019,summer,35,18:00,20:00,34.78185,-115.66349,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,50,no photo,18:51,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
129fruit,129,8/18/2019,summer,35,18:00,20:00,34.78185,-115.66349,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,50,no photo,18:51,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
130fruit,130,8/18/2019,summer,35,18:00,20:00,34.78185,-115.66349,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,50,no photo,18:51,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
426flower,426,5/4/2019,spring,12,8:15,10:15,34.78143,-115.66335,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Singing,Territorial or mating behavior,rock,non vegetation,other,land,na,no photo,9:05,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
427flower,427,5/4/2019,spring,12,8:15,10:15,,,Columbiformes,Columbidae,Mourning Dove,,granivore,Flying,Active movement,no visual,,,,na,no photo,9:07,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
428flower,428,5/4/2019,spring,12,8:15,10:15,34.78145,-115.66335,Passeriformes,Tyrannidae,Ash.throated Flycatcher,,insectivore,Flying,Active movement,rock,non vegetation,other,land,na,no photo,9:10,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
429flower,429,5/4/2019,spring,12,8:15,10:15,34.78146,-115.66335,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Singing,Territorial or mating behavior,air,non vegetation,other,air,na,no photo,9:10,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
430flower,430,5/4/2019,spring,12,8:15,10:15,,,Passeriformes,Corvidae,Common Raven,,omnivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,9:12,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
629flower,629,5/7/2019,spring,18,8:20,10:20,34.78169,-115.66349,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,8:56,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
630flower,630,5/7/2019,spring,18,8:20,10:20,34.78169,-115.66349,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,8:56,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
632flower,632,5/7/2019,spring,18,8:20,10:20,34.78169,-115.66349,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,9:02,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
28fruit,28,8/15/2019,summer,28,9:00,11:00,34.78158,-115.66349,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,75,224-227,9:30,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
635flower,635,5/7/2019,spring,18,8:20,10:20,34.78121,-115.66349,Passeriformes,Parulidae,Townsend's Warbler,,insectivore,Foraging,Feeding,shrub,vegetation,shrub,shrub,na,"136.188, 204.228",9:21,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
436flower,436,5/4/2019,spring,12,8:15,10:15,34.78193,-115.66339,Passeriformes,Troglodytidae,Rock Wren,,insectivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,9:45,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
62flower,62,5/1/2019,spring,2,14:31,16:31,34.78115,-115.66349,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,no photo,15:55,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
21fruit,21,8/15/2019,summer,28,9:00,11:00,34.78191,-115.66346,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,100,no photo,9:18,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
